_id,APPLICATION_TYPE,APPLICATION#,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,DATE_SUBMITTED,STATUS,X,Y,DESCRIPTION,REFERENCE_FILE#,FOLDERRSN,WARD_NUMBER,WARD_NAME,COMMUNITY_MEETING_DATE,COMMUNITY_MEETING_TIME,COMMUNITY_MEETING_LOCATION,APPLICATION_URL,CONTACT_NAME,CONTACT_PHONE,CONTACT_EMAIL,PARENT_FOLDER_NUMBER
19319,CD,13 111476 NNY 33 CD,100,PARKWAY FOREST,DR, ,M2J,2013-01-25T00:00:00,Closed,317513.022,4847937.251,"PHASE 1 of a multi-phase development consisting of 485 residential units. October 8, 2013 - Applicant has revised the draft plan of condominium to show road widenings on Sheppard Avenue East and Don Mills Road.  Also shows TTC easement",,3286626,17,Don Valley North,,,,,,,,08 111547 NNY 33 SA
19320,OZ,14 139583 STE 20 OZ,88,SPADINA,RD, ,   ,2014-04-08T00:00:00,Closed,312365.468,4836601.532,"To amend the current obligation under site specific Zoning By-law 1091-2005 and a Section 37 Agreement between the City and the land owner for the three (3) rental dwelling units in the converted house located on the subject lands.  The obligation will be provided in revised form, in the apartment building which exists on the lands. ",,3531339,11,University-Rosedale,2014-11-25T00:00:00,7:00 p.m.,"88 Spadina Road, Third Floor Amenity Room",,,,,
19321,OZ,14 139583 STE 20 OZ,99 B,WALMER,RD, ,   ,2014-04-08T00:00:00,Closed,,,"To amend the current obligation under site specific Zoning By-law 1091-2005 and a Section 37 Agreement between the City and the land owner for the three (3) rental dwelling units in the converted house located on the subject lands.  The obligation will be provided in revised form, in the apartment building which exists on the lands. ",,3531339,11,University-Rosedale,2014-11-25T00:00:00,7:00 p.m.,"88 Spadina Road, Third Floor Amenity Room",,,,,
19322,OZ,14 139583 STE 20 OZ,99 A,WALMER,RD, ,   ,2014-04-08T00:00:00,Closed,,,"To amend the current obligation under site specific Zoning By-law 1091-2005 and a Section 37 Agreement between the City and the land owner for the three (3) rental dwelling units in the converted house located on the subject lands.  The obligation will be provided in revised form, in the apartment building which exists on the lands. ",,3531339,11,University-Rosedale,2014-11-25T00:00:00,7:00 p.m.,"88 Spadina Road, Third Floor Amenity Room",,,,,
19323,OZ,14 139583 STE 20 OZ,99 A,WALMER,RD, ,   ,2014-04-08T00:00:00,Closed,,,"To amend the current obligation under site specific Zoning By-law 1091-2005 and a Section 37 Agreement between the City and the land owner for the three (3) rental dwelling units in the converted house located on the subject lands.  The obligation will be provided in revised form, in the apartment building which exists on the lands. ",,3531339,11,University-Rosedale,2014-11-25T00:00:00,7:00 p.m.,"88 Spadina Road, Third Floor Amenity Room",,,,,
19324,OZ,14 139583 STE 20 OZ,101 A,WALMER,RD, ,   ,2014-04-08T00:00:00,Closed,,,"To amend the current obligation under site specific Zoning By-law 1091-2005 and a Section 37 Agreement between the City and the land owner for the three (3) rental dwelling units in the converted house located on the subject lands.  The obligation will be provided in revised form, in the apartment building which exists on the lands. ",,3531339,11,University-Rosedale,2014-11-25T00:00:00,7:00 p.m.,"88 Spadina Road, Third Floor Amenity Room",,,,,
19325,OZ,14 139583 STE 20 OZ,101 B,WALMER,RD, ,   ,2014-04-08T00:00:00,Closed,,,"To amend the current obligation under site specific Zoning By-law 1091-2005 and a Section 37 Agreement between the City and the land owner for the three (3) rental dwelling units in the converted house located on the subject lands.  The obligation will be provided in revised form, in the apartment building which exists on the lands. ",,3531339,11,University-Rosedale,2014-11-25T00:00:00,7:00 p.m.,"88 Spadina Road, Third Floor Amenity Room",,,,,
19326,OZ,14 139583 STE 20 OZ,103 A,WALMER,RD, ,   ,2014-04-08T00:00:00,Closed,,,"To amend the current obligation under site specific Zoning By-law 1091-2005 and a Section 37 Agreement between the City and the land owner for the three (3) rental dwelling units in the converted house located on the subject lands.  The obligation will be provided in revised form, in the apartment building which exists on the lands. ",,3531339,11,University-Rosedale,2014-11-25T00:00:00,7:00 p.m.,"88 Spadina Road, Third Floor Amenity Room",,,,,
19327,OZ,14 139583 STE 20 OZ,103 B,WALMER,RD, ,   ,2014-04-08T00:00:00,Closed,,,"To amend the current obligation under site specific Zoning By-law 1091-2005 and a Section 37 Agreement between the City and the land owner for the three (3) rental dwelling units in the converted house located on the subject lands.  The obligation will be provided in revised form, in the apartment building which exists on the lands. ",,3531339,11,University-Rosedale,2014-11-25T00:00:00,7:00 p.m.,"88 Spadina Road, Third Floor Amenity Room",,,,,
19328,OZ,14 139583 STE 20 OZ,105 B,WALMER,RD, ,   ,2014-04-08T00:00:00,Closed,,,"To amend the current obligation under site specific Zoning By-law 1091-2005 and a Section 37 Agreement between the City and the land owner for the three (3) rental dwelling units in the converted house located on the subject lands.  The obligation will be provided in revised form, in the apartment building which exists on the lands. ",,3531339,11,University-Rosedale,2014-11-25T00:00:00,7:00 p.m.,"88 Spadina Road, Third Floor Amenity Room",,,,,
19329,OZ,14 139583 STE 20 OZ,105 A,WALMER,RD, ,   ,2014-04-08T00:00:00,Closed,,,"To amend the current obligation under site specific Zoning By-law 1091-2005 and a Section 37 Agreement between the City and the land owner for the three (3) rental dwelling units in the converted house located on the subject lands.  The obligation will be provided in revised form, in the apartment building which exists on the lands. ",,3531339,11,University-Rosedale,2014-11-25T00:00:00,7:00 p.m.,"88 Spadina Road, Third Floor Amenity Room",,,,,
19330,OZ,14 139583 STE 20 OZ,111 B,BERNARD,AVE, ,   ,2014-04-08T00:00:00,Closed,,,"To amend the current obligation under site specific Zoning By-law 1091-2005 and a Section 37 Agreement between the City and the land owner for the three (3) rental dwelling units in the converted house located on the subject lands.  The obligation will be provided in revised form, in the apartment building which exists on the lands. ",,3531339,11,University-Rosedale,2014-11-25T00:00:00,7:00 p.m.,"88 Spadina Road, Third Floor Amenity Room",,,,,
19331,OZ,14 139583 STE 20 OZ,111 A,BERNARD,AVE, ,   ,2014-04-08T00:00:00,Closed,,,"To amend the current obligation under site specific Zoning By-law 1091-2005 and a Section 37 Agreement between the City and the land owner for the three (3) rental dwelling units in the converted house located on the subject lands.  The obligation will be provided in revised form, in the apartment building which exists on the lands. ",,3531339,11,University-Rosedale,2014-11-25T00:00:00,7:00 p.m.,"88 Spadina Road, Third Floor Amenity Room",,,,,
19332,OZ,15 179745 NNY 33 OZ,55,FOREST MANOR,RD, ,   ,2015-06-24T00:00:00,Closed,317351.442,4847853.852,"Application to remove the holding symbol (H-3) from site specific Zoning By-law No. 342-2015(OMB).  As a pre-condition to the removal of the H-3 holding symbol, the owner must have completed the community centre/child care facility. The removal of the H-3 holding symbol will allow building B2 (24-storeys) and Building B3 (33-storeys) to proceed in accordance with the underlying zoning.  ",,3774940,17,Don Valley North,,,,,,,,13 267996 NNY 33 OZ
19333,OZ,15 179745 NNY 33 OZ,130,PARKWAY FOREST,DR, ,M2J,2015-06-24T00:00:00,Closed,317380.904,4848082.471,"Application to remove the holding symbol (H-3) from site specific Zoning By-law No. 342-2015(OMB).  As a pre-condition to the removal of the H-3 holding symbol, the owner must have completed the community centre/child care facility. The removal of the H-3 holding symbol will allow building B2 (24-storeys) and Building B3 (33-storeys) to proceed in accordance with the underlying zoning.  ",,3774940,17,Don Valley North,,,,,,,,13 267996 NNY 33 OZ
19334,OZ,15 179745 NNY 33 OZ,66,FOREST MANOR,RD, ,   ,2015-06-24T00:00:00,Closed,317166.442,4848042.81,"Application to remove the holding symbol (H-3) from site specific Zoning By-law No. 342-2015(OMB).  As a pre-condition to the removal of the H-3 holding symbol, the owner must have completed the community centre/child care facility. The removal of the H-3 holding symbol will allow building B2 (24-storeys) and Building B3 (33-storeys) to proceed in accordance with the underlying zoning.  ",,3774940,17,Don Valley North,,,,,,,,13 267996 NNY 33 OZ
19335,CD,18 125417 NNY 15 CD,255,RANEE,AVE, ,   ,2018-03-06T00:00:00,Closed,308948.403,4842360.525,"Standard Draft Plan of Condominium Application for a 15-storey building comprised of 314 residential units, atop 2 levels of underground parking with a total of 256 parking spaces.",,4332653,08,Eglinton-Lawrence,,,,http://app.toronto.ca/AIC/index.do?folderRsn=YVW6ly9otxrUPMr8%2FP14WA%3D%3D,,,,14 148923 NNY 15 SA
19336,OZ,17 265401 NNY 16 OZ,2795-2799,BATHURST,ST, ,M6B,2017-11-21T00:00:00,Closed,310590.582,4841215.228,Official Plan Amendment application to permit a 9 storey midrise building fronting on to Bathurst Street. Associated with files 20 189647 and 15 152614,,4284352,08,Eglinton-Lawrence,2015-10-20T00:00:00,7:00pm,Shaarei Shomayim Congregation,http://app.toronto.ca/AIC/index.do?folderRsn=%2FBBmkPYQofG9WZWPhrFNsA%3D%3D,,,,15 152614 NNY 16 OZ
19337,SA,18 126273 STE 18 SA,90,CROATIA,ST, ,M6H,2018-03-07T00:00:00,Closed,309774.14,4835137.405,Site Plan Control application proposing to demolish the existing public high school and construct a new public high school. This is a seperate application from the Subdivision and Official Plan / Zoning Amendment application for a large-scale mixed-use redevelopment located to the east.,,4333651,09,Davenport,,,,http://app.toronto.ca/AIC/index.do?folderRsn=Tittb0KrMabek8s84zyY3w%3D%3D,,,,
19338,OZ,08 147004 NNY 26 OZ,30-38,COMMERCIAL,RD, ,M4G,2008-04-14T00:00:00,Closed,316441.848,4840944.699,Proposal to rezone the subject lands to permit an audio production studio and associated uses in the existing building.  This application is to regularize the current use permitted by a minor variance.,,2098330,15,Don Valley West,2009-01-14T00:00:00,7:30,146 Laird Drive,,,,,
19339,OZ,08 147004 NNY 26 OZ,30,COMMERCIAL,RD, ,M4G,2008-04-14T00:00:00,Closed,316351.144,4840916.616,Proposal to rezone the subject lands to permit an audio production studio and associated uses in the existing building.  This application is to regularize the current use permitted by a minor variance.,,2098330,15,Don Valley West,2009-01-14T00:00:00,7:30,146 Laird Drive,,,,,
19340,SA,08 156597 NNY 08 SA,80,SHOREHAM,DR, ,M3N,2008-05-08T00:00:00,Closed,302877.682,4847392.751,Proposed community hall addition to the east side of St. Augustine of Canterbury Church,,2109608,07,Humber River-Black Creek,,,,,,,,
19341,CD,21 195194 ESC 23 CD,30,IRONSIDE,CRES, ,   ,2021-08-08T00:00:00,Draft Plan Approved,325126.57,4853760.506,"Draft Plan of Condominium for Phase 2 and Phase 3, to facilitate the development of 8 standard commercial condominium units in Phase 2, and 19 units in Phase 3.",,4974233,23,Scarborough North,,,,http://app.toronto.ca/AIC/index.do?folderRsn=73qDvK%2F1lfKz9evpoquFtQ%3D%3D,"Barsoum, Marian",(416) 396-5004,Marian.Barsoum@toronto.ca,10 238555 ESC 42 SA
19342,CD,21 195194 ESC 23 CD,2901,MARKHAM,RD, ,   ,2021-08-08T00:00:00,Draft Plan Approved,325070.518,4853744.522,"Draft Plan of Condominium for Phase 2 and Phase 3, to facilitate the development of 8 standard commercial condominium units in Phase 2, and 19 units in Phase 3.",,4974233,23,Scarborough North,,,,http://app.toronto.ca/AIC/index.do?folderRsn=73qDvK%2F1lfKz9evpoquFtQ%3D%3D,"Barsoum, Marian",(416) 396-5004,Marian.Barsoum@toronto.ca,10 238555 ESC 42 SA
19343,SA,21 235313 STE 12 SA,45,BALLIOL,ST, ,M4S,2021-11-08T00:00:00,Under Review,313248.222,4839494.65,"Site Plan approval application for a 40-storey residential building having a gross floor area of 34,000 square metres, and containing 477 residential dwelling units.",,5021235,12,Toronto-St. Paul's,,,,http://app.toronto.ca/AIC/index.do?folderRsn=Lv%2FNot1YNFAqIKZcCqcvFQ%3D%3D,,,,21 235311 STE 12 OZ
19344,SA,21 133832 STE 09 SA,990,BLOOR,ST,W,M6H,2021-03-30T00:00:00,Closed,310432.894,4835473.74,"This resubmission proposes a 13-storey mixed-use building (originally an 11-storey mixed-use building) after variances were approved by C of A on March 27, 2024. ",,4900885,09,Davenport,,,,http://app.toronto.ca/AIC/index.do?folderRsn=luG%2FAEWPHpVdgcKT79wGiQ%3D%3D,,,,17 207556 STE 18 OZ
19345,SA,21 133832 STE 09 SA,756,DOVERCOURT,RD, ,   ,2021-03-30T00:00:00,Closed,310446.309,4835503.041,"This resubmission proposes a 13-storey mixed-use building (originally an 11-storey mixed-use building) after variances were approved by C of A on March 27, 2024. ",,4900885,09,Davenport,,,,http://app.toronto.ca/AIC/index.do?folderRsn=luG%2FAEWPHpVdgcKT79wGiQ%3D%3D,,,,17 207556 STE 18 OZ
19346,SA,21 133832 STE 09 SA,980,BLOOR,ST,W,M6H,2021-03-30T00:00:00,Closed,310455.651,4835485.981,"This resubmission proposes a 13-storey mixed-use building (originally an 11-storey mixed-use building) after variances were approved by C of A on March 27, 2024. ",,4900885,09,Davenport,,,,http://app.toronto.ca/AIC/index.do?folderRsn=luG%2FAEWPHpVdgcKT79wGiQ%3D%3D,,,,17 207556 STE 18 OZ
19347,SA,21 133832 STE 09 SA,984,BLOOR,ST,W,M6H,2021-03-30T00:00:00,Closed,310449.446,4835481.882,"This resubmission proposes a 13-storey mixed-use building (originally an 11-storey mixed-use building) after variances were approved by C of A on March 27, 2024. ",,4900885,09,Davenport,,,,http://app.toronto.ca/AIC/index.do?folderRsn=luG%2FAEWPHpVdgcKT79wGiQ%3D%3D,,,,17 207556 STE 18 OZ
19348,SA,21 133832 STE 09 SA,986,BLOOR,ST,W,M6H,2021-03-30T00:00:00,Closed,310437.514,4835489.858,"This resubmission proposes a 13-storey mixed-use building (originally an 11-storey mixed-use building) after variances were approved by C of A on March 27, 2024. ",,4900885,09,Davenport,,,,http://app.toronto.ca/AIC/index.do?folderRsn=luG%2FAEWPHpVdgcKT79wGiQ%3D%3D,,,,17 207556 STE 18 OZ
19349,SA,21 152485 STE 14 SA,1555,QUEEN,ST,E,M4L,2021-05-10T00:00:00,Closed,319405.759,4835983.683,"Site Plan Approval for a mixed-use building consisting of a 17-storey condominium tower, and a 16-storey rental building atop an 8-storey shared podium. The building will have a non-residential gross floor area of 1,544 square metres and a residential gross floor area of 46,034 square metres.  A total of 632 residential dwelling units are proposed, comprised of 367 condominium units, 183 market rental units, 32 City-owned affordable rental units, and 50 developer-owned affordable rental units.",,4923070,14,Toronto-Danforth,,,,http://app.toronto.ca/AIC/index.do?folderRsn=61aC6CFzuQjTlAj41sHmng%3D%3D,,,,19 255597 STE 14 OZ
19350,SA,21 152485 STE 14 SA,1050,EASTERN,AVE, ,   ,2021-05-10T00:00:00,Closed,319412.965,4835934.159,"Site Plan Approval for a mixed-use building consisting of a 17-storey condominium tower, and a 16-storey rental building atop an 8-storey shared podium. The building will have a non-residential gross floor area of 1,544 square metres and a residential gross floor area of 46,034 square metres.  A total of 632 residential dwelling units are proposed, comprised of 367 condominium units, 183 market rental units, 32 City-owned affordable rental units, and 50 developer-owned affordable rental units.",,4923070,14,Toronto-Danforth,,,,http://app.toronto.ca/AIC/index.do?folderRsn=61aC6CFzuQjTlAj41sHmng%3D%3D,,,,19 255597 STE 14 OZ
19351,OZ,25 269493 ESC 23 OZ,4429,SHEPPARD,AVE,E,M1S,2025-12-23T00:00:00,Under Review ,323498.883,4849487.79,"Proposal for  mixed-use residential towers 39 storeys and 12 storeys mid-rise, situated atop a  6 storey podium includes retail space and office/commercial uses. The proposed non-residential gross floor area is 1,813 m2, and the proposed residential gross floor area is 39,814 m2. In total, the proposal includes 647 units, 188 resident parking spaces (35 visitor), 443 bicycle parking spaces.",,5759377,23,Scarborough North,,,,http://app.toronto.ca/AIC/index.do?folderRsn=OgU2EwQM0VfEuR2KEdpBKA%3D%3D,"Geiger, Carl",416-392-7544,carl.geiger@toronto.ca,
19352,OZ,25 269493 ESC 23 OZ,4431,SHEPPARD,AVE,E,M1S,2025-12-23T00:00:00,Under Review ,323496.864,4849496.046,"Proposal for  mixed-use residential towers 39 storeys and 12 storeys mid-rise, situated atop a  6 storey podium includes retail space and office/commercial uses. The proposed non-residential gross floor area is 1,813 m2, and the proposed residential gross floor area is 39,814 m2. In total, the proposal includes 647 units, 188 resident parking spaces (35 visitor), 443 bicycle parking spaces.",,5759377,23,Scarborough North,,,,http://app.toronto.ca/AIC/index.do?folderRsn=OgU2EwQM0VfEuR2KEdpBKA%3D%3D,"Geiger, Carl",416-392-7544,carl.geiger@toronto.ca,
19353,OZ,25 269493 ESC 23 OZ,4435,SHEPPARD,AVE,E,M1S,2025-12-23T00:00:00,Under Review ,323488.424,4849514.578,"Proposal for  mixed-use residential towers 39 storeys and 12 storeys mid-rise, situated atop a  6 storey podium includes retail space and office/commercial uses. The proposed non-residential gross floor area is 1,813 m2, and the proposed residential gross floor area is 39,814 m2. In total, the proposal includes 647 units, 188 resident parking spaces (35 visitor), 443 bicycle parking spaces.",,5759377,23,Scarborough North,,,,http://app.toronto.ca/AIC/index.do?folderRsn=OgU2EwQM0VfEuR2KEdpBKA%3D%3D,"Geiger, Carl",416-392-7544,carl.geiger@toronto.ca,
19354,OZ,25 269493 ESC 23 OZ,4437,SHEPPARD,AVE,E,M1S,2025-12-23T00:00:00,Under Review ,323495.397,4849516.963,"Proposal for  mixed-use residential towers 39 storeys and 12 storeys mid-rise, situated atop a  6 storey podium includes retail space and office/commercial uses. The proposed non-residential gross floor area is 1,813 m2, and the proposed residential gross floor area is 39,814 m2. In total, the proposal includes 647 units, 188 resident parking spaces (35 visitor), 443 bicycle parking spaces.",,5759377,23,Scarborough North,,,,http://app.toronto.ca/AIC/index.do?folderRsn=OgU2EwQM0VfEuR2KEdpBKA%3D%3D,"Geiger, Carl",416-392-7544,carl.geiger@toronto.ca,
19355,OZ,25 269493 ESC 23 OZ,4439,SHEPPARD,AVE,E,M1S,2025-12-23T00:00:00,Under Review ,323502.369,4849518.981,"Proposal for  mixed-use residential towers 39 storeys and 12 storeys mid-rise, situated atop a  6 storey podium includes retail space and office/commercial uses. The proposed non-residential gross floor area is 1,813 m2, and the proposed residential gross floor area is 39,814 m2. In total, the proposal includes 647 units, 188 resident parking spaces (35 visitor), 443 bicycle parking spaces.",,5759377,23,Scarborough North,,,,http://app.toronto.ca/AIC/index.do?folderRsn=OgU2EwQM0VfEuR2KEdpBKA%3D%3D,"Geiger, Carl",416-392-7544,carl.geiger@toronto.ca,
19356,OZ,25 269493 ESC 23 OZ,4441,SHEPPARD,AVE,E,M1S,2025-12-23T00:00:00,Under Review ,323511.359,4849521.55,"Proposal for  mixed-use residential towers 39 storeys and 12 storeys mid-rise, situated atop a  6 storey podium includes retail space and office/commercial uses. The proposed non-residential gross floor area is 1,813 m2, and the proposed residential gross floor area is 39,814 m2. In total, the proposal includes 647 units, 188 resident parking spaces (35 visitor), 443 bicycle parking spaces.",,5759377,23,Scarborough North,,,,http://app.toronto.ca/AIC/index.do?folderRsn=OgU2EwQM0VfEuR2KEdpBKA%3D%3D,"Geiger, Carl",416-392-7544,carl.geiger@toronto.ca,
19357,OZ,25 269493 ESC 23 OZ,4443,SHEPPARD,AVE,E,M1S,2025-12-23T00:00:00,Under Review ,323518.148,4849523.385,"Proposal for  mixed-use residential towers 39 storeys and 12 storeys mid-rise, situated atop a  6 storey podium includes retail space and office/commercial uses. The proposed non-residential gross floor area is 1,813 m2, and the proposed residential gross floor area is 39,814 m2. In total, the proposal includes 647 units, 188 resident parking spaces (35 visitor), 443 bicycle parking spaces.",,5759377,23,Scarborough North,,,,http://app.toronto.ca/AIC/index.do?folderRsn=OgU2EwQM0VfEuR2KEdpBKA%3D%3D,"Geiger, Carl",416-392-7544,carl.geiger@toronto.ca,
19358,OZ,25 269493 ESC 23 OZ,4427,SHEPPARD,AVE,E,M1S,2025-12-23T00:00:00,Under Review ,323500.534,4849481.918,"Proposal for  mixed-use residential towers 39 storeys and 12 storeys mid-rise, situated atop a  6 storey podium includes retail space and office/commercial uses. The proposed non-residential gross floor area is 1,813 m2, and the proposed residential gross floor area is 39,814 m2. In total, the proposal includes 647 units, 188 resident parking spaces (35 visitor), 443 bicycle parking spaces.",,5759377,23,Scarborough North,,,,http://app.toronto.ca/AIC/index.do?folderRsn=OgU2EwQM0VfEuR2KEdpBKA%3D%3D,"Geiger, Carl",416-392-7544,carl.geiger@toronto.ca,
19359,SA,20 179871 NNY 06 SA,6020,BATHURST,ST, ,M2R,2020-08-13T00:00:00,Under Review ,309020.18,4849458.928,INACTIVE  Site Plan application for the proposal to permit a 26 storey residential building with two townhouse blocks.  The proposed residential building would contain a total of 301 dwelling units. The proposed townhouse blocks will contain 34 dwelling units. The 395 dwelling units in the existing 11 storey and 18 storey residential buildings on site will be maintained.,,4796296,06,York Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=wA%2BHCyYWSPeolY8szC2AFw%3D%3D,"Darouiche, Ali",416-396-7030,Ali.Darouiche@toronto.ca,17 264641 NNY 10 OZ
19360,SA,20 179871 NNY 06 SA,6030,BATHURST,ST, ,M2R,2020-08-13T00:00:00,Under Review ,309002.816,4849540.586,INACTIVE  Site Plan application for the proposal to permit a 26 storey residential building with two townhouse blocks.  The proposed residential building would contain a total of 301 dwelling units. The proposed townhouse blocks will contain 34 dwelling units. The 395 dwelling units in the existing 11 storey and 18 storey residential buildings on site will be maintained.,,4796296,06,York Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=wA%2BHCyYWSPeolY8szC2AFw%3D%3D,"Darouiche, Ali",416-396-7030,Ali.Darouiche@toronto.ca,17 264641 NNY 10 OZ
19361,SA,20 171565 STE 14 SA,83,HIAWATHA,RD, ,M4L,2020-07-23T00:00:00,Closed,319137.708,4836572.467,Proposal to expand the existing Montessori School to occupy the entire church. No building addition required.,,4786534,14,Toronto-Danforth,,,,http://app.toronto.ca/AIC/index.do?folderRsn=KOHpx9ehpYqwulvieTeljA%3D%3D,,,,
19362,CD,13 111476 NNY 33 CD,120-130,GEORGE HENRY,BLVD, ,M2J,2013-01-25T00:00:00,Closed,317219.861,4847993.228,"PHASE 1 of a multi-phase development consisting of 485 residential units. October 8, 2013 - Applicant has revised the draft plan of condominium to show road widenings on Sheppard Avenue East and Don Mills Road.  Also shows TTC easement",,3286626,17,Don Valley North,,,,,,,,08 111547 NNY 33 SA
19363,SA,13 120359 WET 06 SA,636,EVANS,AVE, ,M8W,2013-02-14T00:00:00,Closed,300593.176,4829839.083,"To permit the development of  66 residential townhouse units in a variety of forms including street related, back to back and through units within seven blocks.",,3297407,03,Etobicoke-Lakeshore,,,,,"Salatino, Sabrina",(416) 392-0413,Sabrina.Salatino@toronto.ca,10 126796 WET 06 OZ
19364,OZ,13 176166 STE 20 OZ,219,BATHURST,ST, ,M5T,2013-05-28T00:00:00,Closed,312506.042,4834106.312,Application for Official Plan Amendment and Re-Zoning for a proposed mixed use building containing commercial uses and 28 residential dwelling units with a total density of 8.26 times the lot area and a height of 26.10 metres.,,3363126,10,Spadina-Fort York,,,,,,,,
19365,SA,13 191730 WET 06 SA,120,TWENTY FOURTH,ST, ,M8V,2013-06-20T00:00:00,Closed,302737.528,4828844.842,"Revision to site plan approval file 12-180183 SA to include construction of roof top amenity areas, installation of generator and planting schedule.",,3380410,03,Etobicoke-Lakeshore,,,,,,,,11 221587 WET 06 OZ
19366,CD,13 130154 NNY 25 CD,85,THE DONWAY, ,W,   ,2013-03-08T00:00:00,Closed,,,Condimium application for 12-storey residential condomium building with 151 units.,,3308981,16,Don Valley East,,,,,,,,10 227193 NNY 25 SA
19367,OZ,14 267088 NNY 10 OZ,451,PATRICIA,AVE, ,M2R,2014-12-23T00:00:00,Closed,309355.916,4849143.837,31 single detached dwellings on a public cul-de-sac. Draft Plan of Subdivision file no. 16 264833 NNY 10 SB,,3677196,18,Willowdale,2015-05-13T00:00:00,7:00pm,"Fisherville Public School, 425 Patricia Avenue",http://app.toronto.ca/AIC/index.do?folderRsn=3677196,,,,
19368,OZ,14 267088 NNY 10 OZ,88,WILLIAM DURIE,WAY, ,   ,2014-12-23T00:00:00,Closed,309328.742,4849169.33,31 single detached dwellings on a public cul-de-sac. Draft Plan of Subdivision file no. 16 264833 NNY 10 SB,,3677196,18,Willowdale,2015-05-13T00:00:00,7:00pm,"Fisherville Public School, 425 Patricia Avenue",http://app.toronto.ca/AIC/index.do?folderRsn=3677196,,,,
19369,OZ,14 267088 NNY 10 OZ,86,WILLIAM DURIE,WAY, ,   ,2014-12-23T00:00:00,Closed,309332.101,4849160.268,31 single detached dwellings on a public cul-de-sac. Draft Plan of Subdivision file no. 16 264833 NNY 10 SB,,3677196,18,Willowdale,2015-05-13T00:00:00,7:00pm,"Fisherville Public School, 425 Patricia Avenue",http://app.toronto.ca/AIC/index.do?folderRsn=3677196,,,,
19370,OZ,14 267088 NNY 10 OZ,84,WILLIAM DURIE,WAY, ,   ,2014-12-23T00:00:00,Closed,309334.758,4849152.612,31 single detached dwellings on a public cul-de-sac. Draft Plan of Subdivision file no. 16 264833 NNY 10 SB,,3677196,18,Willowdale,2015-05-13T00:00:00,7:00pm,"Fisherville Public School, 425 Patricia Avenue",http://app.toronto.ca/AIC/index.do?folderRsn=3677196,,,,
19371,OZ,14 267088 NNY 10 OZ,50,WILLIAM DURIE,WAY, ,   ,2014-12-23T00:00:00,Closed,309417.364,4849073.663,31 single detached dwellings on a public cul-de-sac. Draft Plan of Subdivision file no. 16 264833 NNY 10 SB,,3677196,18,Willowdale,2015-05-13T00:00:00,7:00pm,"Fisherville Public School, 425 Patricia Avenue",http://app.toronto.ca/AIC/index.do?folderRsn=3677196,,,,
19372,OZ,14 267088 NNY 10 OZ,52,WILLIAM DURIE,WAY, ,   ,2014-12-23T00:00:00,Closed,309409.149,4849071.185,31 single detached dwellings on a public cul-de-sac. Draft Plan of Subdivision file no. 16 264833 NNY 10 SB,,3677196,18,Willowdale,2015-05-13T00:00:00,7:00pm,"Fisherville Public School, 425 Patricia Avenue",http://app.toronto.ca/AIC/index.do?folderRsn=3677196,,,,
19373,OZ,14 267088 NNY 10 OZ,54,WILLIAM DURIE,WAY, ,   ,2014-12-23T00:00:00,Closed,309401.218,4849068.706,31 single detached dwellings on a public cul-de-sac. Draft Plan of Subdivision file no. 16 264833 NNY 10 SB,,3677196,18,Willowdale,2015-05-13T00:00:00,7:00pm,"Fisherville Public School, 425 Patricia Avenue",http://app.toronto.ca/AIC/index.do?folderRsn=3677196,,,,
19374,OZ,14 267088 NNY 10 OZ,56,WILLIAM DURIE,WAY, ,   ,2014-12-23T00:00:00,Closed,309393.146,4849066.369,31 single detached dwellings on a public cul-de-sac. Draft Plan of Subdivision file no. 16 264833 NNY 10 SB,,3677196,18,Willowdale,2015-05-13T00:00:00,7:00pm,"Fisherville Public School, 425 Patricia Avenue",http://app.toronto.ca/AIC/index.do?folderRsn=3677196,,,,
19375,OZ,14 267088 NNY 10 OZ,58,WILLIAM DURIE,WAY, ,   ,2014-12-23T00:00:00,Closed,309384.613,4849062.12,31 single detached dwellings on a public cul-de-sac. Draft Plan of Subdivision file no. 16 264833 NNY 10 SB,,3677196,18,Willowdale,2015-05-13T00:00:00,7:00pm,"Fisherville Public School, 425 Patricia Avenue",http://app.toronto.ca/AIC/index.do?folderRsn=3677196,,,,
19376,OZ,14 267088 NNY 10 OZ,60,WILLIAM DURIE,WAY, ,   ,2014-12-23T00:00:00,Closed,309374.992,4849060.736,31 single detached dwellings on a public cul-de-sac. Draft Plan of Subdivision file no. 16 264833 NNY 10 SB,,3677196,18,Willowdale,2015-05-13T00:00:00,7:00pm,"Fisherville Public School, 425 Patricia Avenue",http://app.toronto.ca/AIC/index.do?folderRsn=3677196,,,,
19377,OZ,14 267088 NNY 10 OZ,62,WILLIAM DURIE,WAY, ,   ,2014-12-23T00:00:00,Closed,309365.852,4849063.158,31 single detached dwellings on a public cul-de-sac. Draft Plan of Subdivision file no. 16 264833 NNY 10 SB,,3677196,18,Willowdale,2015-05-13T00:00:00,7:00pm,"Fisherville Public School, 425 Patricia Avenue",http://app.toronto.ca/AIC/index.do?folderRsn=3677196,,,,
